7,52,44,46,21,0,
8,82,25,48,8,0,
14,126,65,26,13,6,
17,78,65,23,8,0,
15,115,62,51,66,19,
8,110,58,6,7,0,
13,113,54,64,70,18,
10,96,16,41,0,0,
12,126,117,29,2,2,
14,87,56,4,4,2,
14,102,60,13,4,0,
10,99,59,28,0,0,
10,116,57,11,11,2,
17,111,78,34,34,4,
12,134,84,32,2,4,
13,114,92,47,12,0,
11,117,116,30,0,0,
11,109,84,32,22,0,
12,109,84,100,5,2,
13,97,84,28,11,1,
11,114,83,22,18,3,
14,77,73,21,0,0,
14,118,69,22,1,0,
12,155,28,41,0,11,
14,107,31,71,4,3,
12,94,60,25,0,1,
15,114,58,58,70,26,
17,81,94,49,7,13,
15,79,103,40,10,0,
12,92,72,16,0,5,
11,104,59,43,8,0,
14,148,79,32,2,5,
13,97,55,9,4,0,
14,123,27,102,19,1,
9,113,43,61,69,3,
14,87,56,5,0,0,
10,99,54,29,11,0,
10,114,56,10,0,1,
15,108,78,13,2,12,
15,113,45,25,8,8,
16,107,62,33,0,0,
12,132,62,11,2,2,
10,126,111,41,14,1,
10,118,123,54,32,8,
13,114,65,18,3,0,
11,113,81,16,12,9,
9,112,152,75,43,1,
12,110,58,28,16,0,
13,110,58,8,9,1,
12,108,80,23,26,4,
13,123,29,32,18,1,
11,131,39,92,84,19,
12,101,76,18,2,0,
12,111,69,18,0,5,
12,90,71,13,7,6,
12,113,70,56,7,0,
12,103,57,17,35,0,
13,103,62,13,2,1,
13,104,64,16,1,0,
20,182,21,33,0,1,
12,113,81,28,0,0,
13,112,93,43,0,3,
15,139,33,101,78,29,
13,137,13,22,0,3,
16,105,51,28,0,21,
14,123,62,54,0,12,
11,104,59,30,8,2,
11,108,64,18,0,0,
12,99,59,16,26,8,
16,91,73,13,8,0,
15,106,48,24,0,11,
13,99,62,12,4,0,
11,126,71,27,26,0,
13,124,68,26,6,8,
13,103,111,26,5,0,
14,111,184,47,0,0,
12,128,72,17,0,5,
10,98,60,18,0,0,
13,116,64,22,10,1,
14,113,63,23,34,7,
13,78,62,77,116,12,
8,121,63,32,51,1,
11,105,73,11,30,0,
11,110,90,17,0,0,
11,104,91,13,10,0,
14,145,221,37,1,0,
12,101,58,26,17,11,
13,110,74,28,0,0,
17,100,69,13,15,2,
12,118,65,19,0,6,
8,127,62,22,6,1,
13,135,81,32,0,11,
14,127,62,25,2,6,
15,96,120,49,8,0,
11,119,58,17,0,0,
17,75,98,36,2,12,
13,96,61,14,2,0,
12,113,52,22,0,3,
13,79,81,63,84,0,
14,132,52,26,38,10,
12,105,95,23,0,2,
14,132,224,42,27,0,
11,107,69,21,17,3,
15,118,69,22,1,13,
11,87,82,14,16,0,
17,75,98,35,4,0,
17,79,94,30,10,0,
13,91,81,20,41,0,
14,92,64,34,36,8,
30,91,14,28,1,0,
11,56,64,26,0,0,
13,133,65,63,0,0,
13,107,81,53,0,12,
8,80,83,25,6,0,
12,93,90,22,7,0,
9,122,127,78,46,0,
15,120,100,48,25,1,
11,118,67,36,2,5,
12,104,54,14,2,3,
10,128,64,47,8,5,
13,108,59,38,0,3,
10,101,63,12,8,4,
17,72,128,61,4,0,
11,86,62,29,34,6,
12,121,82,34,8,0,
12,103,74,14,2,0,
13,117,70,13,1,0,
12,127,70,14,5,0,
12,145,30,47,0,7,
14,127,22,17,0,0,
17,75,68,17,0,0,
12,95,75,24,7,0,
9,99,62,13,0,0,
17,55,130,22,0,0,
15,62,116,46,6,6,
13,75,85,20,26,0,
14,86,68,12,26,4,
11,110,67,12,16,2,
11,108,66,22,0,0,
10,125,59,15,1,1,
14,116,57,9,12,4,
11,98,91,51,53,0,
12,120,64,9,3,1,
10,98,57,8,10,0,
11,108,64,12,2,0,
11,124,84,34,4,5,
6,85,60,76,9,0,
13,122,69,26,6,0,
10,100,61,7,0,3,
12,130,63,39,0,10,
10,98,65,15,6,2,
20,111,53,31,2,4,
12,100,56,5,0,0,
18,134,19,26,0,3,
16,94,79,18,0,16,
14,115,73,42,0,0,
11,104,66,15,0,4,
11,108,64,23,0,5,
15,133,65,22,12,6,
15,74,127,103,41,0,
14,133,167,77,0,0,
14,112,80,37,0,8,
12,99,59,32,12,6,
12,120,64,22,0,0,
13,100,84,22,5,0,
13,118,162,73,0,10,
12,146,68,21,8,10,
19,63,117,33,0,0,
9,90,54,10,0,0,
15,82,62,32,0,1,
160,70,11,30,0,0,
11,125,55,22,0,7,
14,128,60,28,2,0,
13,100,84,25,11,0,
13,119,77,77,2,13,
11,86,89,16,11,0,
10,134,42,41,0,0,
11,88,64,5,14,0,
12,86,65,10,4,0,
11,88,49,64,59,2,
15,98,81,17,2,0,
12,112,82,40,2,4,
14,116,79,24,22,0,
12,139,66,30,12,2,
10,148,31,34,1,1,
13,89,60,8,2,0,
15,93,55,6,3,1,
17,77,100,43,77,9,
16,88,93,23,0,0,
16,73,91,29,6,0,
11,115,60,12,6,1,
11,103,67,16,0,0,
13,130,171,75,10,0,
15,79,103,36,15,0,
13,135,17,32,2,5,
0,102,10,26,4,0,
12,102,50,49,0,0,
15,102,60,14,13,3,
13,109,89,33,0,0,
12,88,64,9,4,0,
16,82,59,8,0,0,
14,105,68,12,23,0,
15,84,130,35,2,0,
15,129,77,37,27,6,
16,73,77,49,0,0,
15,81,94,64,6,0,
7,89,72,16,7,0,
11,144,53,28,9,1,
13,125,94,30,13,4,
13,107,95,27,9,5,
13,99,72,29,64,13,
15,112,84,36,28,0,
14,85,72,16,20,0,
15,96,53,7,5,1,
10,100,56,8,2,0,
8,108,26,33,0,0,
17,86,80,35,23,0,
11,117,70,10,2,3,
13,116,64,13,2,0,
10,102,60,9,1,4,
15,100,61,9,2,0,
12,112,50,8,0,9,
13,101,63,36,7,0,
13,97,63,35,8,0,
10,116,55,12,17,2,
13,113,72,21,7,0,
9,117,63,27,6,3,
10,126,71,45,8,1,
11,125,61,19,10,3,
12,103,84,30,37,0,
9,104,59,46,8,0,
11,99,72,11,3,1,
10,137,80,38,16,9,
16,126,67,26,0,13,
15,204,10,38,7,0,
12,123,54,13,0,0,
11,130,43,17,0,3,
11,130,47,25,0,6,
10,101,98,27,13,0,
15,115,82,36,0,6,
15,67,122,34,15,0,
11,91,76,42,11,0,
11,101,68,12,4,0,
15,86,59,8,0,3,
11,86,62,8,0,0,
10,68,56,5,0,1,
15,74,69,31,18,0,
15,86,71,24,0,0,
17,98,107,56,0,5,
12,124,66,27,2,5,
8,101,73,24,56,0,
13,100,66,11,0,2,
14,92,75,26,0,0,
160,85,9,31,2,0,
11,119,45,59,2,0,
13,140,171,61,0,9,
12,94,76,32,5,1,
14,120,66,58,4,14,
11,85,66,7,0,0,
15,81,57,5,6,0,
19,75,82,53,4,3,
14,111,71,23,3,0,
17,73,101,34,0,0,
12,83,52,9,4,3,
16,88,67,27,21,4,
9,131,37,52,0,2,
14,81,154,46,26,0,
13,124,78,30,0,4,
17,67,115,76,18,0,
12,99,59,31,2,2,
15,107,74,20,0,0,
17,76,121,73,2,3,
13,82,56,7,4,0,
15,93,66,28,46,0,
9,128,28,50,0,0,
12,102,50,10,8,0,
3,108,45,33,0,0,
11,122,71,31,1,0,
14,108,64,10,10,5,
13,121,95,42,10,0,
11,85,51,10,12,9,
15,111,71,31,31,1,
14,75,82,38,14,0,
14,120,66,40,66,14,
12,125,55,48,2,0,
13,136,43,16,9,2,
18,64,111,44,16,7,
15,87,53,6,2,0,
15,87,53,5,4,2,
13,114,98,38,13,24,
0,113,9,31,0,0,
13,109,94,25,8,4,
12,148,98,84,54,9,
13,116,64,22,2,5,
13,120,72,16,0,0,
14,93,74,12,6,0,
15,83,55,5,6,0,
15,73,84,82,43,0,
17,88,84,28,16,0,
12,109,54,8,6,0,
17,81,94,28,0,0,
12,101,58,8,2,0,
9,150,51,23,0,4,
14,95,67,19,3,9,
7,92,25,43,4,0,
17,121,61,11,8,0,
14,112,105,48,7,7,
12,155,28,52,0,3,
14,126,73,32,0,3,
13,83,86,23,10,0,
13,103,62,26,4,0,
17,96,77,24,16,8,
14,117,59,39,5,0,
15,92,50,5,6,0,
9,105,39,87,22,0,
16,92,64,20,25,0,
10,90,17,39,33,2,
9,125,49,43,31,7,
14,101,53,27,47,8,
12,136,141,38,14,0,
12,82,90,23,4,0,
11,104,66,25,0,3,
14,107,74,39,0,2,
13,112,48,17,0,5,
12,97,58,22,26,0,
11,118,52,7,0,1,
17,103,72,33,1,9,
12,111,60,44,1,0,
13,102,70,21,4,0,
17,61,118,25,6,1,
12,115,80,24,0,0,
15,157,39,58,2,15,
14,90,62,16,6,2,
14,93,52,14,2,5,
13,117,70,43,3,0,
13,142,52,71,2,14,
144,196,13,40,2,0,
12,133,136,34,2,0,
14,105,73,36,2,1,
14,78,75,20,4,11,
16,100,84,72,109,2,
12,101,58,10,3,0,
5,107,74,64,2,2,
13,105,56,11,4,0,
13,94,68,28,31,0,
11,130,43,68,25,0,
14,85,45,29,0,4,
16,112,57,16,6,0,
15,94,27,29,0,1,
20,103,74,31,0,2,
5,217,20,82,0,3,
12,101,134,23,1,1,
12,98,60,12,2,1,
10,107,55,7,0,0,
17,86,86,77,85,22,
3,169,180,85,85,0,
18,93,55,21,0,0,
14,89,57,7,2,0,
15,115,82,60,37,6,
6,182,14,63,0,3,
17,94,109,31,2,2,
19,90,96,29,0,14,
1,217,67,100,83,9,
13,110,67,20,16,1,
14,133,69,20,19,0,
0,221,90,111,83,4,
3,193,156,39,38,0,
12,123,60,64,4,0,
14,108,66,22,0,0,
13,112,93,49,0,10,
13,120,64,38,8,0,
14,129,77,35,0,2,
14,119,58,19,0,8,
17,93,74,42,1,0,
15,123,87,34,0,0,
14,118,67,18,6,4,
18,59,122,43,0,0,
12,96,61,7,4,0,
15,88,107,43,88,0,
16,101,71,49,0,4,
2,187,179,59,21,5,
4,173,209,48,0,0,
10,100,84,28,0,0,
15,94,95,54,16,0,
17,70,98,53,0,0,
11,104,54,26,0,3,
14,122,111,33,18,0,
13,114,128,23,4,0,
13,145,114,29,0,6,
18,88,107,38,12,0,
13,92,69,7,16,0,
12,114,67,11,0,3,
19,67,111,41,0,3,
17,75,102,27,0,2,
13,118,67,33,0,3,
13,138,76,36,11,3,
17,99,103,38,8,6,
9,71,47,47,0,7,
1,207,225,72,32,0,
8,175,83,77,91,6,
15,128,28,40,16,3,
9,122,67,47,0,9,
12,118,78,14,7,0,
13,100,82,18,3,0,
6,136,30,53,0,1,
12,88,64,6,0,0,
13,78,52,7,12,5,
13,81,57,12,3,0,
17,67,110,26,4,0,
5,173,136,75,90,0,
3,206,198,67,35,14,
2,197,186,57,5,0,
14,119,58,26,6,7,
13,105,121,15,13,2,
13,111,60,22,6,3,
13,127,62,15,0,0,
12,86,89,15,0,0,
13,99,85,14,21,1,
10,94,68,12,4,0,
12,90,62,6,0,1,
16,98,68,38,40,0,
16,107,62,19,0,1,
16,83,86,48,0,4,
2,187,184,87,44,10,
4,175,157,82,19,10,
2,193,169,62,13,8,
12,134,74,15,2,1,
11,122,71,15,5,0,
15,93,66,17,3,0,
13,116,55,42,17,4,
3,173,192,59,19,0,
11,152,79,40,18,2,
11,142,104,32,0,8,
11,112,64,33,12,6,
13,105,56,11,12,10,
12,99,77,24,2,0,
14,97,63,5,2,0,
1,188,246,60,0,1,
1,156,235,70,2,0,
1,191,190,51,50,1,
4,177,161,38,16,6,
8,175,16,67,2,3,
12,98,34,62,1,1,
9,113,68,12,22,3,
11,114,49,49,0,6,
12,95,59,11,17,0,
13,110,74,29,81,10,
11,119,47,18,26,7,
16,73,59,12,18,7,
2,216,164,79,28,16,
2,208,156,48,0,26,
13,124,119,33,8,2,
10,132,79,38,0,1,
12,141,92,42,14,0,
13,82,50,16,1,0,
12,101,76,35,42,0,
2,152,216,63,7,0,
2,119,215,90,89,0,
5,189,179,51,30,31,
2,178,185,49,44,0,
8,131,68,21,12,1,
15,101,106,28,6,3,
12,109,70,22,10,5,
14,101,71,46,1,6,
12,89,63,5,6,0,
15,88,52,10,8,4,
11,85,75,28,3,1,
14,89,83,38,16,0,
2,224,167,52,4,5,
12,127,88,30,0,7,
11,111,71,11,4,0,
9,85,30,34,10,0,
14,77,103,39,84,0,
15,98,109,40,55,0,
14,83,77,66,6,8,
1,198,187,99,48,0,
2,204,171,54,32,0,
11,118,78,32,0,1,
13,127,70,23,8,1,
14,109,61,16,2,3,
14,63,114,39,0,0,
15,74,62,12,12,0,
15,102,60,17,8,9,
2,192,169,53,23,5,
15,89,100,70,29,0,
13,110,74,34,15,0,
12,87,79,39,55,0,
11,135,72,38,34,21,
0,135,236,65,49,18,
2,182,174,56,66,13,
3,181,79,76,0,0,
15,115,102,33,20,1,
13,113,63,18,0,0,
12,123,62,16,3,4,
13,127,66,32,5,1,
48,41,31,80,0,0,
11,81,63,29,24,0,
15,90,88,41,1,0,
4,162,184,39,10,5,
3,195,154,47,0,38,
12,125,61,12,0,7,
15,131,68,12,0,0,
12,117,63,19,2,1,
13,118,67,33,6,0,
11,89,77,58,5,0,
16,89,123,51,30,0,
2,166,214,69,96,15,
0,198,188,40,0,16,
4,139,217,52,24,0,
14,111,101,32,12,2,
15,191,8,40,3,3,
16,106,36,78,0,0,
15,84,106,67,32,11,
2,162,227,62,1,0,
4,151,177,46,36,0,
15,99,113,25,24,0,
12,100,64,8,0,1,
9,128,28,33,0,9,
13,82,28,32,18,1,
14,105,56,16,0,3,
1,232,196,91,9,2,
4,182,164,50,0,23,
3,181,173,39,68,0,
15,112,75,26,17,10,
19,89,115,57,12,14,
1,142,210,89,77,0,
4,179,215,98,62,0,
2,196,172,41,2,2,
8,156,31,37,0,2,
11,129,67,15,6,0,
12,93,71,71,3,0,
15,104,59,14,0,3,
3,179,184,37,15,0,
11,92,47,27,2,0,
14,70,99,49,44,4,
13,83,86,14,19,0,
13,112,73,49,15,5,
90,170,90,123,128,0,
109,99,88,126,30,0,
11,99,80,30,6,0,
16,92,94,49,0,0,
1,198,227,84,18,0,
0,218,179,48,11,6,
1,207,176,41,36,7,
0,218,171,40,0,3,
13,114,56,29,0,0,
8,155,41,40,2,1,
12,120,64,11,0,0,
13,107,67,10,5,0,
14,110,81,26,8,0,
11,101,71,18,0,4,
20,47,65,75,20,0,
14,129,79,34,4,9,
26,57,220,67,0,0,
1,201,174,44,37,3,
11,108,52,36,18,8,
11,96,64,9,0,0,
15,124,80,46,0,0,
13,98,78,25,10,0,
14,84,58,9,14,0,
106,157,112,136,47,10,
12,102,80,25,0,1,
11,109,82,38,6,0,
17,84,131,53,9,0,
25,56,196,58,39,0,
2,161,209,39,22,0,
2,182,157,72,49,0,
8,116,55,47,0,0,
10,102,55,9,1,3,
15,83,95,20,6,0,
13,113,86,38,26,7,
10,123,54,12,0,0,
4,181,163,34,69,16,
12,130,63,48,4,5,
12,129,73,23,9,1,
11,72,74,21,0,0,
16,93,82,37,17,0,
16,70,40,27,24,0,
14,80,128,64,36,0,
10,118,219,112,168,0,
1,214,180,62,2,0,
0,212,213,53,7,5,
5,169,169,37,45,0,
4,189,58,64,0,6,
10,109,54,29,6,0,
14,115,69,29,8,3,
11,95,67,10,0,1,
14,112,75,25,0,0,
21,170,15,22,2,0,
15,84,94,22,0,0,
16,87,76,32,0,3,
16,91,106,38,0,1,
14,93,99,57,14,13,
9,115,53,16,2,3,
178,75,237,92,242,0,
9,178,33,26,7,1,
12,128,68,29,12,7,
13,127,66,46,10,4,
13,90,51,7,6,4,
13,114,67,40,14,8,
104,151,206,159,63,17,
16,71,215,103,3,0,
10,139,44,34,12,0,
14,118,65,15,0,0,
16,119,62,17,11,1,
10,118,13,67,1,3,
0,223,182,17,4,4,
1,222,179,6,1,0,
3,71,36,33,4,4,
7,123,56,43,16,0,
9,153,40,48,0,0,
13,118,69,19,0,0,
14,108,26,51,18,4,
18,64,111,40,0,0,
14,112,82,29,10,4,
14,93,52,6,0,4,
12,96,61,10,2,2,
16,95,70,29,6,0,
15,95,70,27,5,1,
17,84,118,50,0,0,
15,79,106,68,24,5,
19,49,201,90,20,0,
11,65,83,59,78,0,
12,105,56,15,26,0,
39,15,173,32,0,5,
3,159,208,45,21,0,
17,103,57,35,30,10,
16,87,73,23,40,8,
5,103,42,45,8,1,
3,219,182,59,5,12,
1,175,198,56,20,3,
14,174,41,23,0,6,
14,104,83,42,62,0,
11,98,73,67,34,0,
15,90,131,84,11,0,
10,86,74,33,0,0,
15,110,72,18,0,0,
18,106,70,39,0,10,
12,95,62,10,2,0,
4,192,213,64,48,20,
5,144,170,41,59,0,
120,21,24,10,0,1,
17,124,37,17,0,0,
10,111,53,37,0,0,
13,97,66,25,0,2,
12,99,75,44,0,9,
9,69,59,75,103,0,
11,103,72,64,12,11,
12,92,61,8,2,1,
1,198,182,48,77,9,
7,80,54,33,4,6,
17,100,74,40,12,12,
12,135,34,64,3,4,
13,92,69,15,0,0,
12,94,60,7,1,2,
12,67,84,25,44,0,
17,114,98,47,20,0,
16,85,108,51,49,0,
26,33,171,54,22,6,
5,136,206,53,20,0,
10,97,66,43,0,0,
12,104,66,28,13,2,
12,97,58,7,4,5,
9,117,35,75,1,3,
19,50,188,47,43,10,
5,158,214,62,0,30,
3,157,190,42,2,34,
2,218,160,58,24,10,
32,97,50,42,0,0,
8,54,76,45,113,0,
12,119,60,9,5,1,
8,120,32,82,113,24,
15,82,62,17,6,0,
20,25,182,53,0,9,
3,166,180,41,0,12,
4,128,237,51,0,0,
5,132,217,47,79,0,
9,103,42,47,0,27,
14,88,55,29,0,1,
12,90,62,16,8,8,
14,82,81,16,4,0,
17,89,129,52,39,0,
12,92,78,29,29,0,
95,8,194,54,8,12,
4,164,182,57,0,21,
3,154,202,65,2,0,
113,33,31,68,21,8,
150,9,30,65,35,14,
21,112,32,44,0,8,
14,145,30,45,0,17,
16,60,94,31,8,4,
15,117,98,32,22,23,
14,108,125,30,18,0,
16,103,168,88,14,15,
7,127,206,54,19,0,
10,106,53,46,0,0,
12,99,75,30,4,0,
12,80,54,21,6,2,
17,54,94,29,21,4,
13,112,41,65,6,20,
17,112,16,15,0,0,
14,86,71,26,9,0,
13,105,80,16,14,0,
19,128,16,19,0,1,
17,107,100,72,52,0,
17,102,107,75,89,13,
12,111,94,57,8,0,
6,153,198,93,11,0,
17,66,109,42,0,0,
21,104,32,48,0,2,
17,98,112,62,25,0,
15,101,151,45,84,6,
3,181,187,47,6,0,
1,179,209,51,0,0,
0,144,71,46,20,7,
168,118,28,51,0,10,
15,124,64,38,18,6,
11,84,64,6,0,0,
15,119,118,49,48,38,
12,108,71,41,46,0,
8,112,50,68,0,22,
11,132,52,48,21,3,
12,110,58,9,1,0,
9,92,75,24,0,0,
13,119,15,103,4,0,
11,89,60,6,0,4,
10,105,63,35,8,0,
1,215,167,40,0,15,
11,89,60,7,0,1,
20,83,74,20,47,0,
19,89,69,20,0,6,
90,185,127,64,1,0,
15,110,158,64,90,17,
22,33,203,50,14,13,
27,35,192,38,51,0,
12,118,65,24,2,2,
14,103,52,12,0,7,
11,107,74,35,4,2,
15,77,40,111,128,24,
14,109,63,24,1,1,
14,86,74,15,22,3,
17,92,78,17,4,1,
106,129,85,39,12,0,
176,109,70,37,8,0,
100,237,130,38,0,6,
9,114,29,46,0,2,
16,70,98,57,43,0,
13,69,78,15,2,0,
19,91,67,13,2,3,
13,93,88,17,0,0,
90,154,48,59,0,0,
15,92,171,52,5,0,
15,28,180,38,0,0,
2,208,103,99,0,11,
8,137,28,4,4,3,
13,112,73,17,7,2,
15,64,104,55,25,0,
15,77,66,52,23,3,
18,30,193,38,7,0,
102,231,148,36,4,2,
13,131,68,30,4,15,
13,105,85,33,43,0,
15,67,76,32,0,0,
14,86,59,11,23,4,
15,92,72,33,14,17,
179,217,188,33,8,6,
3,177,189,104,0,13,
2,186,189,104,9,26,
177,74,62,26,21,0,
7,139,33,69,2,0,
12,101,58,31,3,10,
11,83,98,38,26,0,
19,74,72,39,48,7,
11,100,69,18,6,12,
13,84,76,26,28,2,
14,64,84,55,63,0,
13,86,71,23,26,0,
0,168,187,52,48,0,
13,90,170,116,30,0,
103,238,134,34,2,0,
101,231,128,36,9,1,
9,161,38,22,14,5,
13,119,73,40,30,2,
15,115,69,35,18,1,
11,89,60,17,4,0,
16,75,75,16,5,0,
101,247,122,72,24,17,
101,235,175,57,2,0,
0,113,36,87,4,0,
14,23,123,83,0,2,
15,57,108,41,0,0,
13,92,58,21,1,0,
16,64,84,56,74,8,
16,64,87,57,39,0,
13,115,71,33,21,1,
89,191,84,46,4,0,
90,151,44,33,4,0,
17,85,183,135,32,7,
7,155,102,87,33,5,
100,217,115,35,24,0,
10,174,38,45,2,0,
14,27,125,88,2,0,
13,107,74,9,11,0,
11,85,63,32,13,4,
13,85,75,15,8,1,
12,90,65,9,0,10,
93,172,114,60,17,0,
14,113,158,56,18,2,
14,125,118,44,0,9,
12,138,48,13,8,0,
178,125,59,31,7,0,
99,232,77,31,7,20,
103,89,138,115,58,0,
3,148,31,119,0,2,
13,143,57,41,16,7,
13,120,70,19,0,0,
9,152,99,100,0,18,
15,112,80,27,27,0,
15,67,76,27,0,1,
11,75,71,24,10,0,
11,60,89,51,0,0,
17,73,102,36,0,0,
88,65,59,19,3,0,
9,172,52,51,11,8,
14,51,75,98,71,27,
14,80,67,11,35,0,
13,125,59,8,2,5,
11,116,64,8,0,3,
14,98,70,13,14,0,
102,123,58,42,10,0,
8,146,47,59,5,0,
10,167,55,47,6,1,
13,140,62,42,6,0,
13,116,75,35,0,0,
1,150,46,11,6,3,
3,59,82,32,6,0,
9,116,66,16,2,2,
13,119,71,12,8,0,
14,101,53,57,0,10,
89,175,83,36,0,0,
82,87,56,17,0,0,
105,182,49,130,96,24,
100,225,135,42,5,0,
11,131,66,14,16,4,
16,91,76,33,9,7,
5,142,86,132,0,14,
9,102,60,96,0,0,
99,233,139,67,34,0,
14,118,56,12,2,2,
13,112,57,11,3,0,
13,106,60,11,0,2,
14,78,88,23,1,0,
13,73,56,14,22,2,
90,188,72,27,23,8,
105,140,62,130,22,0,
8,76,74,38,0,0,
112,153,25,127,36,20,
11,100,61,24,21,3,
11,118,67,11,9,0,
15,81,76,42,14,4,
16,60,110,64,4,0,
14,81,114,28,0,0,
15,37,41,22,0,21,
85,151,44,15,15,0,
105,182,73,101,4,3,
17,80,208,36,0,0,
6,117,63,28,0,0,
7,150,51,124,17,5,
13,164,14,105,16,9,
21,82,62,58,0,1,
15,96,64,10,14,4,
86,153,40,15,0,5,
14,48,107,65,66,0,
4,155,46,12,0,1,
17,101,73,45,18,0,
19,58,105,34,0,0,
11,104,66,12,4,1,
100,242,173,39,6,0,
20,83,190,144,68,0,
12,116,66,16,9,0,
14,100,74,12,0,0,
13,69,59,39,0,0,
18,75,85,36,0,0,
13,77,53,11,4,1,
15,85,54,14,0,3,
10,99,67,7,18,2,
93,180,85,21,0,0,
11,88,102,65,70,2,
14,105,163,45,0,0,
8,106,103,44,8,0,
6,128,68,38,9,0,
6,147,52,27,0,4,
1,130,49,66,6,3,
178,136,58,39,2,7,
15,119,71,10,23,0,
13,106,60,21,0,2,
13,115,20,38,1,2,
16,91,84,37,8,8,
93,195,77,23,10,6,
6,149,72,40,2,14,
7,152,42,6,0,0,
12,127,58,9,4,6,
9,99,67,7,12,3,
43,18,126,74,52,0,
7,102,80,26,12,0,
4,123,60,21,0,0,
5,149,60,62,16,0,
3,120,64,82,16,0,
179,105,68,71,72,9,
9,59,122,121,91,0,
16,89,60,13,0,0,
12,64,103,16,14,0,
21,72,67,51,0,0,
7,94,100,30,28,0,
7,93,99,29,0,0,
3,173,59,87,25,8,
1,138,118,69,80,0,
13,98,70,83,48,35,
14,91,56,14,0,0,
17,123,116,53,28,0,
17,80,178,68,0,8,
15,101,149,38,0,0,
1,138,151,72,62,0,
103,109,70,115,57,0,
16,91,76,12,10,0,
14,87,73,14,0,0,
13,95,62,11,0,0,
9,84,58,6,4,0,
1,144,71,48,0,3,
8,95,86,25,73,0,
6,91,70,33,16,6,
1,137,141,76,26,6,
2,143,68,110,3,0,
101,212,176,44,0,4,
102,219,148,50,0,10,
19,78,207,129,3,1,
19,97,168,65,10,6,
13,80,83,44,31,1,
17,77,113,44,17,1,
8,132,62,21,2,5,
12,112,66,6,0,0,
13,117,70,37,20,1,
13,91,70,19,2,0,
18,88,67,42,7,11,
10,92,61,16,12,1,
12,92,94,56,38,4,
89,187,86,36,29,0,
89,171,64,39,1,0,
20,19,82,82,98,0,
13,121,114,35,46,8,
4,197,166,73,10,13,
11,159,64,179,96,38,
102,209,111,52,14,35,
6,133,50,16,13,0,
